GIA;Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;13_Часть В;14_Часть В;15_Часть В;16_Часть В;17_Часть В;18_Часть В;Часть С;1_Часть С;2_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
1;233013;МБОУ-СОШ № 1 р.п. Степное Советского района Саратовской области;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-+--+--+---++---++;-;+;-;-;+;-;-;+;-;-;-;+;+;-;-;-;+;+;0(2)0(2);0;0;;7;31;0;3
1;220173;МОУ - СОШ с. Полековское Марксовского района Саратовской области;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+-+++-++--+-+++-++;+;-;+;+;+;-;+;+;-;-;+;-;+;+;+;-;+;+;0(2)0(2);0;0;;12;54;0;4
1;220193;МОУ - СОШ с. Раскатово Марксовского района;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++-++++++++++++++;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;0(2)2(2);0;2;;19;86;0;5
1;224093;"МБОУ ""СОШ им. М. М. Рудченко с. Перелюб""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;0(2)2(2);0;2;;20;90;0;5
1;225033;МОУ СОШ № 3;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++++++++-++--++;+;+;-;+;+;+;+;+;+;+;+;-;+;+;-;-;+;+;2(2)2(2);2;2;;18;81;0;5
1;225043;"МБОУ ""СОШ № 8 г. Петровска""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;--+++-+++--+-+---+;-;-;+;+;+;-;+;+;+;-;-;+;-;+;-;-;-;+;0(2)0(2);0;0;;9;40;0;3
1;225043;"МБОУ ""СОШ № 8 г. Петровска""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;0(2)2(2);0;2;;20;90;0;5
1;226063;"МОУ ""СОШ с. Запрудное Питерского района Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++--+-+++-+++-+++;+;+;+;-;-;+;-;+;+;+;-;+;+;+;-;+;+;+;0(2)0(2);0;0;;13;59;0;4
1;226073;"МОУ ""СОШ с. Малый Узень Питерского района Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;0(2)0(2);0;0;;18;81;0;5
1;227013;"МОУ ""СОШ № 1 г. Пугачева имени Т.Г. Мазура""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++-+++++++;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;0(2)0(2);0;0;;17;77;0;4
1;227053;"МОУ ""СОШ № 13 г. Пугачева имени М.В.Ломоносова""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;-+++--+++++-++--++;-;+;+;+;-;-;+;+;+;+;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;12;54;0;4
1;227063;"МОУ ""СОШ № 14 города Пугачева имени П.А. Столыпина""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++--++-++-+---++++;+;+;-;-;+;+;-;+;+;-;+;-;-;-;+;+;+;+;0(2)0(2);0;0;;11;50;0;3
1;227173;"МОУ ""СОШ с. Старая Порубёжка им. И.И. Лободина""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;---+--+++--+-+-+++;-;-;-;+;-;-;+;+;+;-;-;+;-;+;-;+;+;+;0(2)0(2);0;0;;9;40;0;3
1;230013;"МОУ ""Средняя общеобразовательная школа № 1 г. Ртищево Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;-++++--++-++-++-++;-;+;+;+;+;-;-;+;+;-;+;+;-;+;+;-;+;+;0(2)1(2);0;1;;13;59;0;4
1;230016;"МОУ ""Лицей № 3 им. П.А. Столыпина г. Ртищево Саратовской области""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-++-+-+++-++-++-++;-;+;+;-;+;-;+;+;+;-;+;+;-;+;+;-;+;+;0(2)0(2);0;0;;12;54;0;4
1;230053;"МОУ ""СОШ № 7 г. Ртищево Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+-+++++++++-;+;+;+;+;+;-;+;-;+;+;+;+;+;+;+;+;+;-;0(2)1(2);0;1;;16;72;0;4
1;230053;"МОУ ""СОШ № 7 г. Ртищево Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+-+++--+++++-++---;+;-;+;+;+;-;-;+;+;+;+;+;-;+;+;-;-;-;0(2)0(2);0;0;;11;50;0;3
